ticker,cash,value,sharpeRatio,drawDown,bonusRatio
AAPL,469873,5791913,0.65,31.09,479.19%
NVDA,79497940,79497940,0.9,24.5,7849.79%
GOOGL,197574,2106796,0.29,25.42,110.68%
MSFT,497542,6138157,0.74,25.65,513.82%
TSLA,27533910,27533910,0.39,67.13,2653.39%
NFLX,11919168,11919168,0.66,28.65,1091.92%
ENPH,12181498,12181498,0.4,54.08,1118.15%
ADBE,621282,5871049,0.64,27.87,487.1%
